deal,First,MI,Last,Law_Firm,Type
23 - Lions Gate Entertainment Corp acquisition of equity interests of Summit Ent.docx,David,E.,Shapiro,"Wachtell, Lipton, Rosen & Katz",Buyer
23 - Lions Gate Entertainment Corp acquisition of equity interests of Summit Ent.docx,Joshua,B.,Grode,Liner Grode Stein Yankelevitz Sunshine Regenstreif & Taylor LLP,Target/Seller
23 - Lions Gate Entertainment Corp acquisition of equity interests of Summit Ent.docx,Brian,J.,McCarthy,"Skadden, Arps, Slate, Meagher & Flom LLP",Target/Seller
23 - Lions Gate Entertainment Corp acquisition of equity interests of Summit Ent.docx,David,C.,Eisman,"Skadden, Arps, Slate, Meagher & Flom LLP",Target/Seller
23 - NOVA Chemicals Inc acquisition of equity interests of Williams Olefins LLC.docx,Brett,NA,Cooper,"Orrick, Herrington & Sutcliffe LLP",Buyer
23 - NOVA Chemicals Inc acquisition of equity interests of Williams Olefins LLC.docx,Steven,K.,Talley,"Gibson, Dunn & Crutcher LLP",Target/Seller
23 - NOVA Chemicals Inc acquisition of equity interests of Williams Olefins LLC.docx,NA,NA,NA,Kean Miller LLP,Target/Seller
23 - NOVA Chemicals Inc acquisition of equity interests of Williams Olefins LLC.docx,NA,NA,NA,Andrews Kurth Kenyon LLP,Target/Seller
23 - PPL Corporation acquisition of equity interests of EON US LLC.docx,Mario,A.,Ponce,"Simpson Thacher & Bartlett, LLP",Buyer
23 - PPL Corporation acquisition of equity interests of EON US LLC.docx,Joseph,B.,Frumkin,Sullivan & Cromwell LLP,Target/Seller
23 - Primoris Services Corporation and Rockford Holdings Corporation merger.docx,George,NA,Wall,"Rutan & Tucker, LLP",Buyer
23 - Primoris Services Corporation and Rockford Holdings Corporation merger.docx,Robert,NA,Stout,Ball Janik LLP,Target/Seller
23 - Primoris Services Corporation and Rockford Holdings Corporation merger.docx,Charles,B.,Milliken,"Decker, Jones, McMackin, McClane, Hall & Bates",Target/Seller
23 - Primoris Services Corporation and Rockford Holdings Corporation merger.docx,Howard,T.,Spilko,Kramer Levin Naftalis & Frankel LLP,Target/Seller
23 - W P Carey And Co LLC acquisition of stock of Marcourt Investments Incorpora.docx,Darren,NA,Sharlach,Reed Smith LLP,Buyer
23 - W P Carey And Co LLC acquisition of stock of Marcourt Investments Incorpora.docx,Jodi,NA,Lashin,Reed Smith LLP,Buyer
23 - W P Carey And Co LLC acquisition of stock of Marcourt Investments Incorpora.docx,Rachel,NA,Donnelly,Baker Botts L.L.P.,Target/Seller
23 - WCA Waste Corporation acquisition of equity interests of Emerald Waste Serv.docx,Jeff,NA,Dodd,Andrews Kurth LLP,Buyer
23 - WCA Waste Corporation acquisition of equity interests of Emerald Waste Serv.docx,Michael,W.,Jones,Katten Muchin Rosenman LLP,Target/Seller
24 - Akorn Inc acquisition of certain assets of Sunovion Pharmaceuticals Inc.docx,James,R.,Asmussen,Polsinelli PC,Buyer
24 - Akorn Inc acquisition of certain assets of Sunovion Pharmaceuticals Inc.docx,Rodney,H.,Bell,Holland & Knight LLP,Target/Seller
24 - Chart Industries Inc and AirSep Corporation merger.docx,Patrick,J.,Leddy,Jones Day,Buyer
24 - Chart Industries Inc and AirSep Corporation merger.docx,Tim,C.,Loftis,"Jaeckle Fleischmann & Mugel, LLP",Target/Seller
24 - Cigna Health and Life Insurance Company acquisition of stock of Central Res.docx,Sean,M.,Keyvan,Sidley Austin LLP,Buyer
24 - Cigna Health and Life Insurance Company acquisition of stock of Central Res.docx,Edward,E.,Steiner,Keating Muething & Klekamp PLL,Target/Seller
24 - Comfort Systems USA Inc and TAS Energy Inc merger.docx,John,M.,Fogg,"Robinson, Bradshaw & Hinson, P.A.",Buyer
24 - Comfort Systems USA Inc and TAS Energy Inc merger.docx,Kevin,NA,Poli,Porter Hedges LLP,Target/Seller
24 - Comfort Systems USA Inc and TAS Energy Inc merger.docx,NA,NA,NA,Goodwin Procter LLP,Target/Seller
24 - First Solar Inc and Nextlight Renewable Power LLC merger.docx,Alan,NA,Talkington,"Orrick, Herrington & Sutcliffe LLP",Buyer
24 - First Solar Inc and Nextlight Renewable Power LLC merger.docx,John,NA,Cook,"Orrick, Herrington & Sutcliffe LLP",Buyer
24 - First Solar Inc and Nextlight Renewable Power LLC merger.docx,David,NA,Kurzweil,Latham & Watkins LLP,Target/Seller
24 - IHFC Acquisition Company LLC acquisition of stock of International Home Fur.docx,NA,NA,NA,Nelson Mullins Riley & Scarborough LLP,Buyer
24 - IHFC Acquisition Company LLC acquisition of stock of International Home Fur.docx,John,NA,Springer,Nelson Mullins Riley & Scarborough LLP,Buyer
24 - IHFC Acquisition Company LLC acquisition of stock of International Home Fur.docx,NA,NA,NA,Not disclosed at signing.,Target/Seller
24 - Independent Bank Corp and New England Bancorp Inc merger.docx,Michael,T.,Rave,Day Pitney LLP,Buyer
24 - Independent Bank Corp and New England Bancorp Inc merger.docx,Scott,A.,Brown,Luse Gorman PC,Target/Seller
24 - Laboratory Corporation of America Holdings acquisition of certain assets of.docx,Michael,J.,Silver,Hogan Lovells US LLP,Buyer
24 - Laboratory Corporation of America Holdings acquisition of certain assets of.docx,Christopher,NA,Comeau,Ropes & Gray LLP,Target/Seller
24 - Raymond James Financial acquisition of stock of Morgan Keegan And Company I.docx,James,R.,Tanenbaum,Morrison & Foerster LLP,Buyer
24 - Raymond James Financial acquisition of stock of Morgan Keegan And Company I.docx,Mitchell,S.,Eitel,Sullivan & Cromwell LLP,Target/Seller
24 - SunOpta Inc acquisition of stock of Dahlgren And Company Inc.docx,Eric,A.,Bartsch,Stoel Rives LLP,Buyer
24 - SunOpta Inc acquisition of stock of Dahlgren And Company Inc.docx,Virgil,K.,Johnson,"Erickson | Sederstrom, PC, LLO",Target/Seller
24 - Windstream Holdings Inc and Broadview Networks Holdings Inc merger.docx,David,M.,Carter,Troutman Sanders LLP,Buyer
24 - Windstream Holdings Inc and Broadview Networks Holdings Inc merger.docx,NA,NA,NA,Troutman Sanders LLP,Buyer
24 - Windstream Holdings Inc and Broadview Networks Holdings Inc merger.docx,Jeffrey,R.,Poss,Willkie Farr & Gallagher LLP,Target/Seller
24 - Windstream Holdings Inc and Broadview Networks Holdings Inc merger.docx,Manuel,A.,Miranda,Willkie Farr & Gallagher LLP,Target/Seller
25 - Axalta Coating Systems acquisition of certain assets of The Valspar Corpora.docx,Charles,W.,Katz,Morrison & Foerster LLP,Buyer
25 - Axalta Coating Systems acquisition of certain assets of The Valspar Corpora.docx,James,P.,Dougherty,Jones Day,Target/Seller
25 - Axalta Coating Systems acquisition of certain assets of The Valspar Corpora.docx,Benjamin,L.,Stulberg,Jones Day,Target/Seller
25 - Global Payments Inc acquisition of certain assets of Certegy Check Services.docx,NA,NA,NA,Not disclosed at signing.,Buyer
25 - Global Payments Inc acquisition of certain assets of Certegy Check Services.docx,NA,NA,NA,Not disclosed at signing.,Target/Seller
25 - Guaranty Bancorp and Home State Bancorp merger.docx,Christian,E.,Otteson,Bieging Shapiro & Barber LLP,Buyer
25 - Guaranty Bancorp and Home State Bancorp merger.docx,Karen,L.,Witt,Lewis Roca Rothgerber Christie LLP,Target/Seller
25 - Hill-Rom Inc acquisition of stock of Aspen Surgical Products Holding Inc.docx,Robert,J.,Minkus,Schiff Hardin LLP,Buyer
25 - Hill-Rom Inc acquisition of stock of Aspen Surgical Products Holding Inc.docx,Chris,E.,Abbinante,Sidley Austin LLP,Target/Seller
25 - Hill-Rom Inc acquisition of stock of Aspen Surgical Products Holding Inc.docx,Seth,H.,Katz,Sidley Austin LLP,Target/Seller
25 - International Rectifier Corporation and CHiL Semiconductor Corporation merg.docx,Philip,NA,Richter,"Fried, Frank, Harris, Shriver & Jacobson LLP",Buyer
25 - International Rectifier Corporation and CHiL Semiconductor Corporation merg.docx,Jack,H.,Fainberg,Nixon Peabody LLP,Target/Seller
25 - Mobile Device Holdings LLC acquisition of stock of SpectraLink Corporation.docx,Douglas,C.,Gessner,Kirkland & Ellis LLP,Buyer
25 - Mobile Device Holdings LLC acquisition of stock of SpectraLink Corporation.docx,Jeremy,NA,Liss,Kirkland & Ellis LLP,Buyer
25 - Mobile Device Holdings LLC acquisition of stock of SpectraLink Corporation.docx,Rachel,NA,Masory,Kirkland & Ellis LLP,Buyer
25 - Mobile Device Holdings LLC acquisition of stock of SpectraLink Corporation.docx,Mark,NA,Bertelsen,Wilson Sonsini Goodrich & Rosati Professional Corporation,Target/Seller
25 - Mobile Device Holdings LLC acquisition of stock of SpectraLink Corporation.docx,Melissa,NA,Hollatz,Wilson Sonsini Goodrich & Rosati Professional Corporation,Target/Seller
25 - Mobile Device Holdings LLC acquisition of stock of SpectraLink Corporation.docx,Michael,NA,Ringler,Wilson Sonsini Goodrich & Rosati Professional Corporation,Target/Seller
25 - National Interstate Insurance Company acquisition of stock of Vanliner Grou.docx,April,Miller,Boise,Thompson Hine LLP,Buyer
25 - National Interstate Insurance Company acquisition of stock of Vanliner Grou.docx,Brian,J.,Fahrney,Sidley Austin LLP,Target/Seller
25 - National Interstate Insurance Company acquisition of stock of Vanliner Grou.docx,Sean,M.,Carney,Sidley Austin LLP,Target/Seller
25 - Novatel Wireless Inc and Enfora Inc merger.docx,Charles,T.,Haag,Jones Day,Buyer
25 - Novatel Wireless Inc and Enfora Inc merger.docx,Joseph,A.,Hoffman,Andrews Kurth LLP,Target/Seller
25 - Protective Life Insurance Company acquisition of stock of United Investors .docx,Michael,W.,Blair,Debevoise & Plimpton LLP,Buyer
25 - Protective Life Insurance Company acquisition of stock of United Investors .docx,Kent,NA,Jamison,Locke Lord Bissell & Liddell LLP,Target/Seller
25 - Protective Life Insurance Company acquisition of stock of United Investors .docx,Jon,NA,Biasetti,Locke Lord Bissell & Liddell LLP,Target/Seller
25 - United Community Banks Inc and Three Shores Bancorporation Inc merger.docx,Neil,E.,Grayson,Nelson Mullins Riley & Scarborough LLP,Buyer
25 - United Community Banks Inc and Three Shores Bancorporation Inc merger.docx,John,P.,Greeley,"Smith Mackinnon, PA",Target/Seller
25 - Universal American Corp and Partners Healthcare Solutions Inc merger.docx,Robert,S.,Schumer,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",Buyer
25 - Universal American Corp and Partners Healthcare Solutions Inc merger.docx,Bruce,A.,Gutenplan,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",Buyer
25 - Universal American Corp and Partners Healthcare Solutions Inc merger.docx,Margaret,A.,Gibson,Kirkland & Ellis LLP,Target/Seller
25 - Universal American Corp and Partners Healthcare Solutions Inc merger.docx,Jason,D.,Osborn,Kirkland & Ellis LLP,Target/Seller
26 - Accelerate Holdings Corp and American Tire Distributors Holdings Inc merger.docx,Andrew,W.,Smith,Simpson Thacher & Bartlett LLP,Buyer
26 - Accelerate Holdings Corp and American Tire Distributors Holdings Inc merger.docx,E.,Michael,Greaney,"Gibson, Dunn & Crutcher LLP",Target/Seller
26 - Accelerate Holdings Corp and American Tire Distributors Holdings Inc merger.docx,Sean,P.,Griffiths,"Gibson, Dunn & Crutcher LLP",Target/Seller
26 - Fossil Inc acquisition of stock of Skagen Designs Ltd Skagen Designs Limite.docx,Tom,D.,Harris,"Haynes and Boone, LLP",Buyer
26 - Fossil Inc acquisition of stock of Skagen Designs Ltd Skagen Designs Limite.docx,Doug,NA,Cogen,Fenwick & West LLP,Target/Seller
26 - GenCorp Inc acquisition of subsidiary stock and certain assets from United .docx,Lawrence,M.,Braun,"Sheppard, Mullin, Richter & Hampton LLP",Buyer
26 - GenCorp Inc acquisition of subsidiary stock and certain assets from United .docx,Joshua,R.,Cammaker,"Wachtell, Lipton, Rosen & Katz",Target/Seller
26 - GenCorp Inc acquisition of subsidiary stock and certain assets from United .docx,Karessa,L.,Cain,"Wachtell, Lipton, Rosen & Katz",Target/Seller
26 - Hilltop Holdings Inc and PlainsCapital Corporation merger.docx,Edward,D.,Herlihy,"Wachtell, Lipton, Rosen & Katz",Buyer
26 - Hilltop Holdings Inc and PlainsCapital Corporation merger.docx,David,E.,Shapiro,"Wachtell, Lipton, Rosen & Katz",Buyer
26 - Hilltop Holdings Inc and PlainsCapital Corporation merger.docx,Mitchell,S.,Eitel,Sullivan & Cromwell LLP,Target/Seller
26 - Innospec Inc acquisition of equity interests of Independence Oilfield Chemi.docx,Robert,I.,Paller,"Smith, Gambrell & Russell, LLP",Buyer
26 - Innospec Inc acquisition of equity interests of Independence Oilfield Chemi.docx,Kent,NA,Jamison,Locke Lord LLP,Target/Seller
26 - magicJack VocalTec Ltd acquisition of assets of North American Telecommunic.docx,Scott,A.,Wasserman,Akerman LLP,Buyer
26 - magicJack VocalTec Ltd acquisition of assets of North American Telecommunic.docx,Michael,W.,Kardash,"Integral Business Counsel, PLLC",Buyer
26 - magicJack VocalTec Ltd acquisition of assets of North American Telecommunic.docx,Joseph,B.,Hoffman,Kelley Drye & Warren LLP,Target/Seller
26 - NCI Inc acquisition of stock of AdvanceMed Corporation.docx,Craig,E.,Chason,Pillsbury Winthrop Shaw Pittman LLP,Buyer
26 - NCI Inc acquisition of stock of AdvanceMed Corporation.docx,Neel,NA,Lemon,Baker Botts L.L.P.,Target/Seller
26 - NuStar Energy LP acquisition of equity interests of Navigator Energy Servic.docx,George,NA,Vlahakos,Andrews Kurth Kenyon LLP,Buyer
26 - NuStar Energy LP acquisition of equity interests of Navigator Energy Servic.docx,Christopher,NA,May,Simpson Thacher & Bartlett LLP,Target/Seller
26 - QuinStreet Inc acquisition of stock of Car Insurancecom Inc.docx,NA,NA,NA,Not disclosed at signing.,Buyer
26 - QuinStreet Inc acquisition of stock of Car Insurancecom Inc.docx,Jed,NA,Berman,Infantino & Berman,Target/Seller
26 - TreeHouse Foods Inc acquisition of stock of ST Specialty Foods Inc.docx,Bruce,A.,Toth,Winston & Strawn LLP,Buyer
26 - TreeHouse Foods Inc acquisition of stock of ST Specialty Foods Inc.docx,Matthew,F.,Bergmann,Winston & Strawn LLP,Buyer
26 - TreeHouse Foods Inc acquisition of stock of ST Specialty Foods Inc.docx,NA,NA,NA,"Choate, Hall & Stewart LLP",Target/Seller
26 - TreeHouse Foods Inc acquisition of stock of ST Specialty Foods Inc.docx,Christian,A.,Atwood,"Choate, Hall & Stewart LLP",Target/Seller
26 - Veritas Capital acquisition of certain assets and subsidiary equity interes.docx,Richard,A.,Presutti,Schulte Roth & Zabel LLP,Buyer
26 - Veritas Capital acquisition of certain assets and subsidiary equity interes.docx,Peter,NA,Harwich,Latham & Watkins LLP,Target/Seller
26 - Veritas Capital acquisition of certain assets and subsidiary equity interes.docx,Alex,NA,Kelly,Latham & Watkins LLP,Target/Seller
27 - Boise Paper Holdings LLC acquisition of stock of Tharco Packaging Inc.docx,NA,NA,NA,Not disclosed at signing.,Buyer
27 - Boise Paper Holdings LLC acquisition of stock of Tharco Packaging Inc.docx,Andrew,J.,McDonough,Winston & Strawn LLP,Target/Seller
27 - Boise Paper Holdings LLC acquisition of stock of Tharco Packaging Inc.docx,NA,NA,NA,Nijman Franzetti LLP,Target/Seller
27 - Compass Group Diversified Holdings LLC and Marucci Sports LLC merger.docx,Brandon,NA,Howald,Paul Hastings LLP,Buyer
27 - Compass Group Diversified Holdings LLC and Marucci Sports LLC merger.docx,Daniel,S.,Evans,Ropes & Gray LLP,Target/Seller
27 - Compass Group Diversified Holdings LLC and Marucci Sports LLC merger.docx,Carl,P.,Marcellino,Ropes & Gray LLP,Target/Seller
27 - Compass Group Diversified Holdings LLC and Marucci Sports LLC merger.docx,NA,NA,NA,Jones Walker LLP,Target/Seller
27 - Kratos Defense And Security Solutions Inc acquisition of stock of Composite.docx,Teri,NA,O’Brien,Paul Hastings LLP,Buyer
27 - Kratos Defense And Security Solutions Inc acquisition of stock of Composite.docx,Deyan,NA,Spiridonov,Paul Hastings LLP,Buyer
27 - Kratos Defense And Security Solutions Inc acquisition of stock of Composite.docx,J.,David,Washburn,Andrews Kurth LLP,Target/Seller
27 - MPLX LP acquisition of equity interests of Hardin Street Marine LLC.docx,NA,NA,NA,Not disclosed at signing.,Buyer
27 - MPLX LP acquisition of equity interests of Hardin Street Marine LLC.docx,NA,NA,NA,Not disclosed at signing.,Target/Seller
27 - PAETEC Holding Corp and Cavalier Telephone Corporation merger.docx,Nancy,A.,Lieberman,"Skadden, Arps, Slate, Meagher & Flom LLP",Buyer
27 - PAETEC Holding Corp and Cavalier Telephone Corporation merger.docx,Kenneth,M.,Wolff,"Skadden, Arps, Slate, Meagher & Flom LLP",Buyer
27 - PAETEC Holding Corp and Cavalier Telephone Corporation merger.docx,Stephen,O.,Meredith,Edwards Angell Palmer & Dodge LLP,Target/Seller
27 - PerkinElmer Inc acquisition of stock of SGL Newco Inc.docx,Hal,J.,Leibowitz,Wilmer Cutler Pickering Hale and Dorr LLP,Buyer
27 - PerkinElmer Inc acquisition of stock of SGL Newco Inc.docx,NA,NA,NA,Garvey Schubert Barer,Target/Seller
27 - PerkinElmer Inc acquisition of stock of SGL Newco Inc.docx,NA,NA,NA,Cooley Godward Kronish LLP,Target/Seller
27 - Quality Systems Inc and Entrada Inc merger.docx,Cary,K.,Hyden,Latham & Watkins LLP,Buyer
27 - Quality Systems Inc and Entrada Inc merger.docx,Michael,A.,Treska,Latham & Watkins LLP,Buyer
27 - Quality Systems Inc and Entrada Inc merger.docx,Michael,R.,Hill,"Bass, Berry & Sims PLC",Target/Seller
27 - Quality Systems Inc and Entrada Inc merger.docx,NA,NA,NA,"Sherrard Roe Voigt & Harbison, PLC",Target/Seller
27 - RTI International Metals Inc acquisition of stock of REI Delaware Holding I.docx,Jennifer,R.,Minter,"Buchanan Ingersoll & Rooney, PC",Buyer
27 - RTI International Metals Inc acquisition of stock of REI Delaware Holding I.docx,Keith,P.,Radtke,Faegre Baker Daniels LLP,Target/Seller
27 - Shiloh Industries Inc acquisition of subsidiary equity interests and certai.docx,Steven,E.,Pryatel,"Wegman, Hessler & Vanderburg",Buyer
27 - Shiloh Industries Inc acquisition of subsidiary equity interests and certai.docx,Thomas,NA,Spillane,Foley & Lardner LLP,Target/Seller
27 - Shiloh Industries Inc acquisition of subsidiary equity interests and certai.docx,Omar,NA,Lucia,Foley & Lardner LLP,Target/Seller
27 - TPG Capital LP acquisition of certain assets of Ashland Inc.docx,Keith,NA,Fullenweider,Vinson & Elkins LLP,Buyer
27 - TPG Capital LP acquisition of certain assets of Ashland Inc.docx,NA,NA,NA,Cleary Gottlieb Steen & Hamilton LLP,Buyer
27 - TPG Capital LP acquisition of certain assets of Ashland Inc.docx,Susan,NA,Webster,"Cravath, Swaine & Moore LLP",Target/Seller
27 - VMware Inc and Nicira Inc merger.docx,NA,NA,NA,Not disclosed at signing.,Buyer
27 - VMware Inc and Nicira Inc merger.docx,Allison,Leopold,Tilley,Pillsbury Winthrop Shaw Pittman LLP,Target/Seller
28 - Carey Investment Holdings Corp and Associated Materials LLC merger.docx,Chad,NA,Skinner,Simpson Thacher & Bartlett LLP,Buyer
28 - Carey Investment Holdings Corp and Associated Materials LLC merger.docx,E.,Michael,Greaney,"Gibson, Dunn & Crutcher LLP",Target/Seller
